Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL4289173,,None,332.22,None,None,5,COc1ccc(NC(=O)c2ccc3n[se]nc3c2)cc1,LC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL2035460,ETHASELEN,1,422.2,None,None,BBSKE,O=c1c2ccccc2[se]n1CCn1[se]c2ccccc2c1=O,LC50,'=',40900,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL44657,ETOPOSIDE,4,588.56,2,1.34,Etoposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,IC50,'=',7890.22,nM,5.1,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL403664,BLEOMYCIN,4,1415.58,None,None,Bleomycin,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,IC50,'=',5137.79,nM,5.29,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL1956700,,None,666.77,4,6.74,24,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2ncc[nH]2)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',11,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2086806,,None,297.26,0,1.64,5b,O=C(/C=C/c1ccc(O)c(O)c1)OCCCCO[N+](=O)[O-],IC50,'=',21700,nM,4.66,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956696,,None,812.8,3,10.05,20,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2ccc(C(F)(F)F)cc2C(F)(F)F)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',65,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL213805,,None,354.45,1,5.15,CA224,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1,Activity,,,,,,Active,,,,,,0,CHEMBL870378,Inhibition of Cdk4-mediated phosphorylation of pRB in Calu1 cells at ser 780 residue after 24 hrs by Western blot analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL213805,,None,354.45,1,5.15,CA224,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1,Ratio,'=',16,,,,,,,,,,0,CHEMBL870377,Ratio of cell cycle arrest in serum-starved Calu1 cells at G0/G1phase to S phase after 24 hrs by FACS analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL214188,,None,312.8,0,4.14,CA222,CN(CCc1c[nH]c2ccccc12)C(=O)c1cccc(Cl)c1,IC50,'=',123000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL227582,,None,332.78,0,4.26,3p,COc1cc(/C=C/C(=O)c2ccc(Cl)cc2)cc(OC)c1OC,GI,'=',67,%,,,,UO_0000187,,,,,0,CHEMBL1067777,Growth inhibition of human Calu1 cells at 10 uM after 24 hrs by propidium iodide assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1156852,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL2086809,,None,414.37,0,2.3,6b,O=C(/C=C/c1ccc(OCCCCO[N+](=O)[O-])c(O)c1)OCCCCO[N+](=O)[O-],IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088768,,None,264.32,0,3.15,1g,CCCCCOC(=O)/C=C/c1ccc(O)c(OC)c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL481890,,None,222.24,0,2.06,2d,CC(C)OC(=O)/C=C/c1ccc(O)c(O)c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088770,,None,297.26,0,1.56,3a,COc1cc(/C=C/C(=O)OCCCO[N+](=O)[O-])ccc1O,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2086811,,None,470.48,0,3.86,6d,O=C(/C=C/c1ccc(OCCCCCCO[N+](=O)[O-])c(O)c1)OCCCCCCO[N+](=O)[O-],IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2086815,,None,474.47,0,4.02,7d,COc1cc(/C=C/C(=O)OCc2cccc(OCc3c(-c4ccccc4)no[n+]3[O-])c2)ccc1O,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2035668,,None,331.37,0,3.56,13,CCOC(=O)CC(=O)c1cn(C(=O)OC(C)(C)C)c2ccccc12,Activity,'=',20,%,,,,UO_0000187,,,,,0,CHEMBL2038774,Cytotoxicity against human Calu1 cells at 10 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2035672,,None,208.22,0,0.86,19,CCOC(=O)C(C)C(=O)c1cnccn1,Activity,'=',22.8,%,,,,UO_0000187,,,,,0,CHEMBL2039352,Cytotoxicity against human Calu1 cells at 1 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL597848,,None,302.76,0,4.25,3h,COc1ccc(/C=C/C(=O)c2ccccc2Cl)c(OC)c1,GI,'=',38,%,,,,UO_0000187,,,,,0,CHEMBL1067777,Growth inhibition of human Calu1 cells at 10 uM after 24 hrs by propidium iodide assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1156852,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL611060,,None,358.82,0,4.73,4l,COc1ccc(C(=O)/C=C/C=C(\Cl)c2ccc(OC)cc2OC)cc1,Activity,'=',7,%,,,,UO_0000187,,,,,0,CHEMBL1071635,Anticancer activity against human Calu1 cells at 10 uM after 48 hrs by propidium iodide fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1157556,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL607865,,None,333.21,1,5.37,4j,COc1ccc(C(=O)/C=C/C=C(\Cl)c2cccc(Cl)c2)cc1,Activity,'=',20,%,,,,UO_0000187,,,,,0,CHEMBL1071635,Anticancer activity against human Calu1 cells at 10 uM after 48 hrs by propidium iodide fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1157556,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL211632,,None,306.75,0,3.14,Fascaplysin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL286796,ETHYL FERULATE,None,222.24,0,1.98,1b,CCOC(=O)/C=C/c1ccc(O)c(OC)c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL472851,SKYRIN,None,538.46,2,3.75,15,Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(C)cc(O)c1C3=O)C2=O,IC50,'=',15500,nM,4.81,,,UO_0000065,,,,,0,CHEMBL996208,Inhibition of human Calu1 cell proliferation assessed as [3H]thymidine incorporation after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL4289647,,None,359.27,None,None,19,O=C(Nc1nc2ccccc2s1)c1ccc2n[se]nc2c1,GI50,'=',6500,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4280218,,None,353.24,None,None,18,O=C(Nc1cccc2cccnc12)c1ccc2n[se]nc2c1,Activity,'=',68.2,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4285831,,None,284.18,None,None,24,O=C(NCCCO)c1ccc2n[se]nc2c1,Activity,'=',150.8,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4292592,,None,336.64,None,None,3,O=C(Nc1ccc(Cl)cc1)c1ccc2n[se]nc2c1,Activity,'=',30.2,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4281319,,None,294.22,None,None,13,O=C(c1ccc2n[se]nc2c1)N1CCCCC1,Activity,'=',71.1,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4276788,,None,308.22,None,None,16,O=C(Nc1cccs1)c1ccc2n[se]nc2c1,Activity,'=',34.4,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4289647,,None,359.27,None,None,19,O=C(Nc1nc2ccccc2s1)c1ccc2n[se]nc2c1,Activity,'=',-20.5,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL601719,CRIZOTINIB,4,450.35,1,5.04,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL400247,STIGMASTEROL,None,412.7,1,7.8,7,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL996208,Inhibition of human Calu1 cell proliferation assessed as [3H]thymidine incorporation after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL289191,LUPEOL,None,426.73,1,8.02,5,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL996208,Inhibition of human Calu1 cell proliferation assessed as [3H]thymidine incorporation after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL217092,SARACATINIB,3,542.04,1,3.94,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2086807,,None,295.25,0,1.42,5e,O=C(/C=C/c1ccc(O)c(O)c1)OC/C=C/CO[N+](=O)[O-],IC50,'=',420,nM,6.38,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2086818,,None,490.49,0,2.27,8b,COc1cc(/C=C/C(=O)OC(C)CCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)ccc1O,IC50,'=',450,nM,6.35,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL211622,,None,296.35,0,3.62,CA219,CN(CCc1c[nH]c2ccccc12)C(=O)c1cccc(F)c1,IC50,'=',136000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL213449,,None,296.35,0,3.62,CA220,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(F)cc1,IC50,'=',141000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL211636,,None,357.25,0,4.25,CA237,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccccc1Br,IC50,'=',122000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL378617,,None,357.25,0,4.25,CA238,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(Br)cc1,IC50,'=',64000,nM,4.19,,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL4218671,,None,758.88,2,8.94,20,COc1cc([C@@H]2c3cc4c(cc3[C@H](CC(=O)CCCCC3CCSC(c5cccc(C(F)(F)F)c5)S3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,IC50,'=',2650,nM,5.58,,,UO_0000065,,,,,0,CHEMBL4186902,Antiproliferative activity against human Calu1 cells after 24 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4184190,1,Scientific Literature,Bioorg Med Chem,2018,CHEMBL3308031,,,
CHEMBL448488,,None,568.53,2,5.67,3,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc5c(c4O)C(=O)C[C@H](c4ccc(O)cc4)O5)c3)oc2c1,Inhibition,'=',15.8,%,,,,UO_0000187,,,,,0,CHEMBL970158,Cytotoxicity against human Calu1 cells at 12.5 uM after 3 days,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1154577,1,Scientific Literature,J Nat Prod,2000,CHEMBL3308031,,,
CHEMBL509032,TAE-684,None,614.22,2,5.02,TAE-684,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,Activity,'=',0.854,,,,,,,,,,0,CHEMBL967655,Cytotoxicity against human Calu1 cells assessed as fraction of viable cells after 72 hrs relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1149823,1,Scientific Literature,Proc Natl Acad Sci U S A,2007,CHEMBL3308031,,,
CHEMBL478711,,None,284.27,0,2.19,1,COc1c(C)cc(O)c2c1C(=O)c1cccc(O)c1C2=O,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL996208,Inhibition of human Calu1 cell proliferation assessed as [3H]thymidine incorporation after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL77093,,None,379.4,0,1.89,6d,CCOC(=O)c1cccnc1SNC(=O)Nc1nc(OC)cc(OC)n1,IC50,'=',74000,nM,4.13,,,UO_0000065,,,,,0,CHEMBL691297,Cytotoxicity against HTB-54 lung carcinoma cell line,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1131833,1,Scientific Literature,Bioorg Med Chem Lett,1999,CHEMBL3308031,,,
CHEMBL3327004,,None,470.56,1,6.32,7c,CCCOc1cc(O)c2c(=O)c(OCCC)c(-c3ccc(OCCC)c(OCCC)c3)oc2c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL522203,,None,406.52,0,1.55,3,C[C@]12[C@H](O)C[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43CO)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,IC50,'=',1300,nM,5.89,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL4552514,,None,564.63,2,-0.06,7,C[C@@H]1C[C@H](O)[C@]2(O)O[C@@H]3C[C@@]4(C=O)[C@@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@@H](C6=CC(=O)OC6)[C@H](O)C[C@]54O)C[C@H]3O[C@@H]2O1,IC50,'=',4300,nM,5.37,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL449767,DESGLUCOUZARIN,None,536.66,1,1.43,17,C[C@]12CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,IC50,'=',6500,nM,5.19,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
